"name","year","qtd"
"2. developing","2016-7-1","6"
"2. developing","2016-8-1","14"
"2. developing","2016-9-1","20"
"2. developing","2016-10-1","26"
"2. developing","2016-11-1","23"
"2. developing","2016-12-1","33"
"2. developing","2017-1-1","46"
"2. developing","2017-2-1","39"
"2. developing","2017-3-1","54"
"2. developing","2017-4-1","50"
"2. developing","2017-5-1","42"
"2. developing","2017-6-1","41"
"2. developing","2017-7-1","44"
"2. developing","2017-8-1","58"
"2. developing","2017-9-1","48"
"2. developing","2017-10-1","50"
"2. developing","2017-11-1","48"
"2. developing","2017-12-1","38"
"2. developing","2018-1-1","46"
"2. developing","2018-2-1","49"
"2. developing","2018-3-1","47"
"2. developing","2018-4-1","44"
"2. developing","2018-5-1","50"
"2. developing","2018-6-1","40"
"2. developing","2018-7-1","43"
"2. developing","2018-8-1","38"
"2. developing","2018-9-1","36"
"2. developing","2018-10-1","43"
"2. developing","2018-11-1","39"
"2. developing","2018-12-1","37"
"2. developing","2019-1-1","40"
"2. developing","2019-2-1","35"
"2. developing","2019-3-1","40"
"2. developing","2019-4-1","36"
"2. developing","2019-5-1","46"
"2. developing","2019-6-1","42"
"2. developing","2019-7-1","48"
"2. developing","2019-8-1","40"
"2. developing","2019-9-1","0"
"2. developing","2019-10-1","0"
"2. developing","2019-11-1","0"
"2. developing","2019-12-1","0"
"feature: ldap","2016-1-1","0"
"feature: ldap","2016-2-1","0"
"feature: ldap","2016-3-1","0"
"feature: ldap","2016-4-1","0"
"feature: ldap","2016-5-1","0"
"feature: ldap","2016-6-1","0"
"feature: ldap","2016-7-1","15"
"feature: ldap","2016-8-1","8"
"feature: ldap","2016-9-1","10"
"feature: ldap","2016-10-1","23"
"feature: ldap","2016-11-1","21"
"feature: ldap","2016-12-1","19"
"feature: ldap","2017-1-1","43"
"feature: ldap","2017-2-1","50"
"feature: ldap","2017-3-1","57"
"feature: ldap","2017-4-1","55"
"feature: ldap","2017-5-1","59"
"feature: ldap","2017-6-1","67"
"feature: ldap","2017-7-1","73"
"feature: ldap","2017-8-1","72"
"feature: ldap","2017-9-1","85"
"feature: ldap","2017-10-1","75"
"feature: ldap","2017-11-1","85"
"feature: ldap","2017-12-1","87"
"feature: ldap","2018-1-1","114"
"feature: ldap","2018-2-1","115"
"feature: ldap","2018-3-1","118"
"feature: ldap","2018-4-1","105"
"feature: ldap","2018-5-1","104"
"feature: ldap","2018-6-1","103"
"feature: ldap","2018-7-1","108"
"feature: ldap","2018-8-1","103"
"feature: ldap","2018-9-1","77"
"feature: ldap","2018-10-1","95"
"feature: ldap","2018-11-1","85"
"feature: ldap","2018-12-1","76"
"feature: ldap","2019-1-1","47"
"feature: ldap","2019-2-1","47"
"feature: ldap","2019-3-1","55"
"feature: ldap","2019-4-1","44"
"feature: ldap","2019-5-1","47"
"feature: ldap","2019-6-1","58"
"feature: ldap","2019-7-1","46"
"feature: ldap","2019-8-1","38"
"feature: ldap","2019-9-1","0"
"feature: ldap","2019-10-1","0"
"feature: ldap","2019-11-1","0"
"feature: ldap","2019-12-1","0"
"1. to develop","2016-1-1","0"
"1. to develop","2016-2-1","0"
"1. to develop","2016-3-1","0"
"1. to develop","2016-4-1","0"
"1. to develop","2016-5-1","0"
"1. to develop","2016-6-1","10"
"1. to develop","2016-7-1","30"
"1. to develop","2016-8-1","58"
"1. to develop","2016-9-1","75"
"1. to develop","2016-10-1","92"
"1. to develop","2016-11-1","114"
"1. to develop","2016-12-1","133"
"1. to develop","2017-1-1","349"
"1. to develop","2017-2-1","374"
"1. to develop","2017-3-1","392"
"1. to develop","2017-4-1","420"
"1. to develop","2017-5-1","441"
"1. to develop","2017-6-1","451"
"1. to develop","2017-7-1","457"
"1. to develop","2017-8-1","461"
"1. to develop","2017-9-1","381"
"1. to develop","2017-10-1","392"
"1. to develop","2017-11-1","404"
"1. to develop","2017-12-1","419"
"1. to develop","2018-1-1","413"
"1. to develop","2018-2-1","418"
"1. to develop","2018-3-1","431"
"1. to develop","2018-4-1","447"
"1. to develop","2018-5-1","460"
"1. to develop","2018-6-1","470"
"1. to develop","2018-7-1","474"
"1. to develop","2018-8-1","488"
"1. to develop","2018-9-1","349"
"1. to develop","2018-10-1","372"
"1. to develop","2018-11-1","377"
"1. to develop","2018-12-1","409"
"1. to develop","2019-1-1","267"
"1. to develop","2019-2-1","272"
"1. to develop","2019-3-1","287"
"1. to develop","2019-4-1","302"
"1. to develop","2019-5-1","321"
"1. to develop","2019-6-1","333"
"1. to develop","2019-7-1","335"
"1. to develop","2019-8-1","322"
"1. to develop","2019-9-1","0"
"1. to develop","2019-10-1","0"
"1. to develop","2019-11-1","0"
"1. to develop","2019-12-1","0"
"feature: files","2016-1-1","0"
"feature: files","2016-2-1","0"
"feature: files","2016-3-1","0"
"feature: files","2016-4-1","0"
"feature: files","2016-5-1","0"
"feature: files","2016-6-1","3"
"feature: files","2016-7-1","12"
"feature: files","2016-8-1","19"
"feature: files","2016-9-1","32"
"feature: files","2016-10-1","40"
"feature: files","2016-11-1","48"
"feature: files","2016-12-1","51"
"feature: files","2017-1-1","107"
"feature: files","2017-2-1","106"
"feature: files","2017-3-1","113"
"feature: files","2017-4-1","111"
"feature: files","2017-5-1","114"
"feature: files","2017-6-1","110"
"feature: files","2017-7-1","107"
"feature: files","2017-8-1","115"
"feature: files","2017-9-1","103"
"feature: files","2017-10-1","99"
"feature: files","2017-11-1","102"
"feature: files","2017-12-1","109"
"feature: files","2018-1-1","102"
"feature: files","2018-2-1","82"
"feature: files","2018-3-1","88"
"feature: files","2018-4-1","91"
"feature: files","2018-5-1","92"
"feature: files","2018-6-1","94"
"feature: files","2018-7-1","96"
"feature: files","2018-8-1","107"
"feature: files","2018-9-1","94"
"feature: files","2018-10-1","123"
"feature: files","2018-11-1","121"
"feature: files","2018-12-1","107"
"feature: files","2019-1-1","94"
"feature: files","2019-2-1","95"
"feature: files","2019-3-1","92"
"feature: files","2019-4-1","88"
"feature: files","2019-5-1","86"
"feature: files","2019-6-1","86"
"feature: files","2019-7-1","84"
"feature: files","2019-8-1","72"
"feature: files","2019-9-1","0"
"feature: files","2019-10-1","0"
"feature: files","2019-11-1","0"
"feature: files","2019-12-1","0"
"client: 💻 desktop","2016-1-1","0"
"client: 💻 desktop","2016-2-1","0"
"client: 💻 desktop","2016-3-1","0"
"client: 💻 desktop","2016-4-1","0"
"client: 💻 desktop","2016-5-1","0"
"client: 💻 desktop","2016-6-1","0"
"client: 💻 desktop","2016-7-1","1"
"client: 💻 desktop","2016-8-1","1"
"client: 💻 desktop","2016-9-1","1"
"client: 💻 desktop","2016-10-1","1"
"client: 💻 desktop","2016-11-1","2"
"client: 💻 desktop","2016-12-1","3"
"client: 💻 desktop","2017-1-1","7"
"client: 💻 desktop","2017-2-1","7"
"client: 💻 desktop","2017-3-1","8"
"client: 💻 desktop","2017-4-1","9"
"client: 💻 desktop","2017-5-1","10"
"client: 💻 desktop","2017-6-1","12"
"client: 💻 desktop","2017-7-1","12"
"client: 💻 desktop","2017-8-1","14"
"client: 💻 desktop","2017-9-1","14"
"client: 💻 desktop","2017-10-1","12"
"client: 💻 desktop","2017-11-1","12"
"client: 💻 desktop","2017-12-1","11"
"client: 💻 desktop","2018-1-1","11"
"client: 💻 desktop","2018-2-1","11"
"client: 💻 desktop","2018-3-1","11"
"client: 💻 desktop","2018-4-1","11"
"client: 💻 desktop","2018-5-1","11"
"client: 💻 desktop","2018-6-1","11"
"client: 💻 desktop","2018-7-1","11"
"client: 💻 desktop","2018-8-1","9"
"client: 💻 desktop","2018-9-1","5"
"client: 💻 desktop","2018-10-1","6"
"client: 💻 desktop","2018-11-1","10"
"client: 💻 desktop","2018-12-1","14"
"client: 💻 desktop","2019-1-1","12"
"client: 💻 desktop","2019-2-1","14"
"client: 💻 desktop","2019-3-1","14"
"client: 💻 desktop","2019-4-1","13"
"client: 💻 desktop","2019-5-1","22"
"client: 💻 desktop","2019-6-1","26"
"client: 💻 desktop","2019-7-1","31"
"client: 💻 desktop","2019-8-1","29"
"client: 💻 desktop","2019-9-1","0"
"client: 💻 desktop","2019-10-1","0"
"client: 💻 desktop","2019-11-1","0"
"client: 💻 desktop","2019-12-1","0"
"client: 🤖🍏 mobile","2016-1-1","0"
"client: 🤖🍏 mobile","2016-2-1","0"
"client: 🤖🍏 mobile","2016-3-1","0"
"client: 🤖🍏 mobile","2016-4-1","0"
"client: 🤖🍏 mobile","2016-5-1","0"
"client: 🤖🍏 mobile","2016-6-1","0"
"client: 🤖🍏 mobile","2016-7-1","1"
"client: 🤖🍏 mobile","2016-8-1","1"
"client: 🤖🍏 mobile","2016-9-1","1"
"client: 🤖🍏 mobile","2016-10-1","1"
"client: 🤖🍏 mobile","2016-11-1","2"
"client: 🤖🍏 mobile","2016-12-1","2"
"client: 🤖🍏 mobile","2017-1-1","6"
"client: 🤖🍏 mobile","2017-2-1","6"
"client: 🤖🍏 mobile","2017-3-1","6"
"client: 🤖🍏 mobile","2017-4-1","6"
"client: 🤖🍏 mobile","2017-5-1","6"
"client: 🤖🍏 mobile","2017-6-1","6"
"client: 🤖🍏 mobile","2017-7-1","6"
"client: 🤖🍏 mobile","2017-8-1","6"
"client: 🤖🍏 mobile","2017-9-1","4"
"client: 🤖🍏 mobile","2017-10-1","4"
"client: 🤖🍏 mobile","2017-11-1","4"
"client: 🤖🍏 mobile","2017-12-1","4"
"client: 🤖🍏 mobile","2018-1-1","0"
"client: 🤖🍏 mobile","2018-2-1","0"
"client: 🤖🍏 mobile","2018-3-1","0"
"client: 🤖🍏 mobile","2018-4-1","0"
"client: 🤖🍏 mobile","2018-5-1","0"
"client: 🤖🍏 mobile","2018-6-1","0"
"client: 🤖🍏 mobile","2018-7-1","0"
"client: 🤖🍏 mobile","2018-8-1","0"
"client: 🤖🍏 mobile","2018-9-1","0"
"client: 🤖🍏 mobile","2018-10-1","1"
"client: 🤖🍏 mobile","2018-11-1","2"
"client: 🤖🍏 mobile","2018-12-1","9"
"client: 🤖🍏 mobile","2019-1-1","11"
"client: 🤖🍏 mobile","2019-2-1","11"
"client: 🤖🍏 mobile","2019-3-1","11"
"client: 🤖🍏 mobile","2019-4-1","11"
"client: 🤖🍏 mobile","2019-5-1","19"
"client: 🤖🍏 mobile","2019-6-1","23"
"client: 🤖🍏 mobile","2019-7-1","28"
"client: 🤖🍏 mobile","2019-8-1","27"
"client: 🤖🍏 mobile","2019-9-1","0"
"client: 🤖🍏 mobile","2019-10-1","0"
"client: 🤖🍏 mobile","2019-11-1","0"
"client: 🤖🍏 mobile","2019-12-1","0"
"overview","2016-1-1","0"
"overview","2016-2-1","0"
"overview","2016-3-1","0"
"overview","2016-4-1","0"
"overview","2016-5-1","0"
"overview","2016-6-1","0"
"overview","2016-7-1","1"
"overview","2016-8-1","2"
"overview","2016-9-1","4"
"overview","2016-10-1","5"
"overview","2016-11-1","8"
"overview","2016-12-1","9"
"overview","2017-1-1","18"
"overview","2017-2-1","19"
"overview","2017-3-1","19"
"overview","2017-4-1","20"
"overview","2017-5-1","21"
"overview","2017-6-1","19"
"overview","2017-7-1","19"
"overview","2017-8-1","20"
"overview","2017-9-1","16"
"overview","2017-10-1","17"
"overview","2017-11-1","16"
"overview","2017-12-1","15"
"overview","2018-1-1","12"
"overview","2018-2-1","11"
"overview","2018-3-1","11"
"overview","2018-4-1","11"
"overview","2018-5-1","11"
"overview","2018-6-1","11"
"overview","2018-7-1","14"
"overview","2018-8-1","18"
"overview","2018-9-1","10"
"overview","2018-10-1","12"
"overview","2018-11-1","13"
"overview","2018-12-1","18"
"overview","2019-1-1","13"
"overview","2019-2-1","14"
"overview","2019-3-1","13"
"overview","2019-4-1","12"
"overview","2019-5-1","20"
"overview","2019-6-1","22"
"overview","2019-7-1","27"
"overview","2019-8-1","26"
"overview","2019-9-1","0"
"overview","2019-10-1","0"
"overview","2019-11-1","0"
"overview","2019-12-1","0"
"regression","2016-1-1","0"
"regression","2016-2-1","0"
"regression","2016-3-1","0"
"regression","2016-4-1","0"
"regression","2016-5-1","0"
"regression","2016-6-1","0"
"regression","2016-7-1","0"
"regression","2016-8-1","0"
"regression","2016-9-1","0"
"regression","2016-10-1","0"
"regression","2016-11-1","23"
"regression","2016-12-1","8"
"regression","2017-1-1","11"
"regression","2017-2-1","13"
"regression","2017-3-1","10"
"regression","2017-4-1","18"
"regression","2017-5-1","50"
"regression","2017-6-1","31"
"regression","2017-7-1","21"
"regression","2017-8-1","30"
"regression","2017-9-1","35"
"regression","2017-10-1","22"
"regression","2017-11-1","31"
"regression","2017-12-1","33"
"regression","2018-1-1","40"
"regression","2018-2-1","18"
"regression","2018-3-1","27"
"regression","2018-4-1","20"
"regression","2018-5-1","19"
"regression","2018-6-1","32"
"regression","2018-7-1","46"
"regression","2018-8-1","51"
"regression","2018-9-1","31"
"regression","2018-10-1","32"
"regression","2018-11-1","52"
"regression","2018-12-1","39"
"regression","2019-1-1","41"
"regression","2019-2-1","44"
"regression","2019-3-1","26"
"regression","2019-4-1","23"
"regression","2019-5-1","30"
"regression","2019-6-1","27"
"regression","2019-7-1","32"
"regression","2019-8-1","15"
"regression","2019-9-1","0"
"regression","2019-10-1","0"
"regression","2019-11-1","0"
"regression","2019-12-1","0"
"feature: users and groups","2016-1-1","0"
"feature: users and groups","2016-2-1","0"
"feature: users and groups","2016-3-1","0"
"feature: users and groups","2016-4-1","0"
"feature: users and groups","2016-5-1","0"
"feature: users and groups","2016-6-1","1"
"feature: users and groups","2016-7-1","4"
"feature: users and groups","2016-8-1","6"
"feature: users and groups","2016-9-1","8"
"feature: users and groups","2016-10-1","17"
"feature: users and groups","2016-11-1","18"
"feature: users and groups","2016-12-1","14"
"feature: users and groups","2017-1-1","28"
"feature: users and groups","2017-2-1","29"
"feature: users and groups","2017-3-1","34"
"feature: users and groups","2017-4-1","35"
"feature: users and groups","2017-5-1","33"
"feature: users and groups","2017-6-1","47"
"feature: users and groups","2017-7-1","37"
"feature: users and groups","2017-8-1","41"
"feature: users and groups","2017-9-1","41"
"feature: users and groups","2017-10-1","40"
"feature: users and groups","2017-11-1","44"
"feature: users and groups","2017-12-1","49"
"feature: users and groups","2018-1-1","66"
"feature: users and groups","2018-2-1","64"
"feature: users and groups","2018-3-1","70"
"feature: users and groups","2018-4-1","67"
"feature: users and groups","2018-5-1","72"
"feature: users and groups","2018-6-1","63"
"feature: users and groups","2018-7-1","53"
"feature: users and groups","2018-8-1","53"
"feature: users and groups","2018-9-1","46"
"feature: users and groups","2018-10-1","60"
"feature: users and groups","2018-11-1","58"
"feature: users and groups","2018-12-1","56"
"feature: users and groups","2019-1-1","44"
"feature: users and groups","2019-2-1","42"
"feature: users and groups","2019-3-1","44"
"feature: users and groups","2019-4-1","38"
"feature: users and groups","2019-5-1","44"
"feature: users and groups","2019-6-1","41"
"feature: users and groups","2019-7-1","45"
"feature: users and groups","2019-8-1","38"
"feature: users and groups","2019-9-1","0"
"feature: users and groups","2019-10-1","0"
"feature: users and groups","2019-11-1","0"
"feature: users and groups","2019-12-1","0"
"feature: dav","2016-1-1","0"
"feature: dav","2016-2-1","0"
"feature: dav","2016-3-1","0"
"feature: dav","2016-4-1","0"
"feature: dav","2016-5-1","0"
"feature: dav","2016-6-1","7"
"feature: dav","2016-7-1","11"
"feature: dav","2016-8-1","29"
"feature: dav","2016-9-1","43"
"feature: dav","2016-10-1","47"
"feature: dav","2016-11-1","53"
"feature: dav","2016-12-1","74"
"feature: dav","2017-1-1","142"
"feature: dav","2017-2-1","141"
"feature: dav","2017-3-1","155"
"feature: dav","2017-4-1","143"
"feature: dav","2017-5-1","147"
"feature: dav","2017-6-1","147"
"feature: dav","2017-7-1","150"
"feature: dav","2017-8-1","153"
"feature: dav","2017-9-1","140"
"feature: dav","2017-10-1","133"
"feature: dav","2017-11-1","133"
"feature: dav","2017-12-1","131"
"feature: dav","2018-1-1","121"
"feature: dav","2018-2-1","119"
"feature: dav","2018-3-1","124"
"feature: dav","2018-4-1","125"
"feature: dav","2018-5-1","126"
"feature: dav","2018-6-1","129"
"feature: dav","2018-7-1","125"
"feature: dav","2018-8-1","127"
"feature: dav","2018-9-1","122"
"feature: dav","2018-10-1","147"
"feature: dav","2018-11-1","156"
"feature: dav","2018-12-1","151"
"feature: dav","2019-1-1","114"
"feature: dav","2019-2-1","105"
"feature: dav","2019-3-1","109"
"feature: dav","2019-4-1","104"
"feature: dav","2019-5-1","101"
"feature: dav","2019-6-1","101"
"feature: dav","2019-7-1","105"
"feature: dav","2019-8-1","98"
"feature: dav","2019-9-1","0"
"feature: dav","2019-10-1","0"
"feature: dav","2019-11-1","0"
"feature: dav","2019-12-1","0"
"high","2016-1-1","0"
"high","2016-2-1","0"
"high","2016-3-1","0"
"high","2016-4-1","0"
"high","2016-5-1","0"
"high","2016-6-1","10"
"high","2016-7-1","15"
"high","2016-8-1","38"
"high","2016-9-1","18"
"high","2016-10-1","21"
"high","2016-11-1","44"
"high","2016-12-1","36"
"high","2017-1-1","51"
"high","2017-2-1","57"
"high","2017-3-1","48"
"high","2017-4-1","59"
"high","2017-5-1","89"
"high","2017-6-1","57"
"high","2017-7-1","58"
"high","2017-8-1","51"
"high","2017-9-1","51"
"high","2017-10-1","48"
"high","2017-11-1","52"
"high","2017-12-1","55"
"high","2018-1-1","50"
"high","2018-2-1","37"
"high","2018-3-1","40"
"high","2018-4-1","45"
"high","2018-5-1","43"
"high","2018-6-1","46"
"high","2018-7-1","52"
"high","2018-8-1","55"
"high","2018-9-1","39"
"high","2018-10-1","53"
"high","2018-11-1","60"
"high","2018-12-1","40"
"high","2019-1-1","21"
"high","2019-2-1","19"
"high","2019-3-1","24"
"high","2019-4-1","21"
"high","2019-5-1","26"
"high","2019-6-1","24"
"high","2019-7-1","32"
"high","2019-8-1","16"
"high","2019-9-1","0"
"high","2019-10-1","0"
"high","2019-11-1","0"
"high","2019-12-1","0"
"feature: activity and notification","2016-1-1","0"
"feature: activity and notification","2016-2-1","0"
"feature: activity and notification","2016-3-1","0"
"feature: activity and notification","2016-4-1","0"
"feature: activity and notification","2016-5-1","0"
"feature: activity and notification","2016-6-1","0"
"feature: activity and notification","2016-7-1","0"
"feature: activity and notification","2016-8-1","0"
"feature: activity and notification","2016-9-1","0"
"feature: activity and notification","2016-10-1","4"
"feature: activity and notification","2016-11-1","18"
"feature: activity and notification","2016-12-1","14"
"feature: activity and notification","2017-1-1","15"
"feature: activity and notification","2017-2-1","16"
"feature: activity and notification","2017-3-1","13"
"feature: activity and notification","2017-4-1","8"
"feature: activity and notification","2017-5-1","10"
"feature: activity and notification","2017-6-1","14"
"feature: activity and notification","2017-7-1","15"
"feature: activity and notification","2017-8-1","9"
"feature: activity and notification","2017-9-1","18"
"feature: activity and notification","2017-10-1","13"
"feature: activity and notification","2017-11-1","11"
"feature: activity and notification","2017-12-1","10"
"feature: activity and notification","2018-1-1","16"
"feature: activity and notification","2018-2-1","18"
"feature: activity and notification","2018-3-1","21"
"feature: activity and notification","2018-4-1","19"
"feature: activity and notification","2018-5-1","20"
"feature: activity and notification","2018-6-1","21"
"feature: activity and notification","2018-7-1","22"
"feature: activity and notification","2018-8-1","19"
"feature: activity and notification","2018-9-1","18"
"feature: activity and notification","2018-10-1","22"
"feature: activity and notification","2018-11-1","27"
"feature: activity and notification","2018-12-1","24"
"feature: activity and notification","2019-1-1","22"
"feature: activity and notification","2019-2-1","20"
"feature: activity and notification","2019-3-1","21"
"feature: activity and notification","2019-4-1","16"
"feature: activity and notification","2019-5-1","17"
"feature: activity and notification","2019-6-1","16"
"feature: activity and notification","2019-7-1","16"
"feature: activity and notification","2019-8-1","14"
"feature: activity and notification","2019-9-1","0"
"feature: activity and notification","2019-10-1","0"
"feature: activity and notification","2019-11-1","0"
"feature: activity and notification","2019-12-1","0"
"medium","2016-1-1","0"
"medium","2016-2-1","0"
"medium","2016-3-1","0"
"medium","2016-4-1","0"
"medium","2016-5-1","0"
"medium","2016-6-1","8"
"medium","2016-7-1","10"
"medium","2016-8-1","13"
"medium","2016-9-1","10"
"medium","2016-10-1","8"
"medium","2016-11-1","5"
"medium","2016-12-1","6"
"medium","2017-1-1","16"
"medium","2017-2-1","13"
"medium","2017-3-1","15"
"medium","2017-4-1","15"
"medium","2017-5-1","22"
"medium","2017-6-1","23"
"medium","2017-7-1","23"
"medium","2017-8-1","22"
"medium","2017-9-1","23"
"medium","2017-10-1","21"
"medium","2017-11-1","23"
"medium","2017-12-1","22"
"medium","2018-1-1","28"
"medium","2018-2-1","24"
"medium","2018-3-1","27"
"medium","2018-4-1","24"
"medium","2018-5-1","24"
"medium","2018-6-1","24"
"medium","2018-7-1","24"
"medium","2018-8-1","23"
"medium","2018-9-1","12"
"medium","2018-10-1","16"
"medium","2018-11-1","15"
"medium","2018-12-1","12"
"medium","2019-1-1","4"
"medium","2019-2-1","4"
"medium","2019-3-1","3"
"medium","2019-4-1","3"
"medium","2019-5-1","6"
"medium","2019-6-1","4"
"medium","2019-7-1","6"
"medium","2019-8-1","5"
"medium","2019-9-1","0"
"medium","2019-10-1","0"
"medium","2019-11-1","0"
"medium","2019-12-1","0"
"feature: comments","2016-1-1","0"
"feature: comments","2016-2-1","0"
"feature: comments","2016-3-1","0"
"feature: comments","2016-4-1","0"
"feature: comments","2016-5-1","0"
"feature: comments","2016-6-1","0"
"feature: comments","2016-7-1","0"
"feature: comments","2016-8-1","3"
"feature: comments","2016-9-1","3"
"feature: comments","2016-10-1","4"
"feature: comments","2016-11-1","6"
"feature: comments","2016-12-1","5"
"feature: comments","2017-1-1","13"
"feature: comments","2017-2-1","12"
"feature: comments","2017-3-1","14"
"feature: comments","2017-4-1","16"
"feature: comments","2017-5-1","15"
"feature: comments","2017-6-1","14"
"feature: comments","2017-7-1","14"
"feature: comments","2017-8-1","13"
"feature: comments","2017-9-1","14"
"feature: comments","2017-10-1","11"
"feature: comments","2017-11-1","20"
"feature: comments","2017-12-1","19"
"feature: comments","2018-1-1","17"
"feature: comments","2018-2-1","12"
"feature: comments","2018-3-1","13"
"feature: comments","2018-4-1","13"
"feature: comments","2018-5-1","10"
"feature: comments","2018-6-1","12"
"feature: comments","2018-7-1","17"
"feature: comments","2018-8-1","11"
"feature: comments","2018-9-1","13"
"feature: comments","2018-10-1","12"
"feature: comments","2018-11-1","14"
"feature: comments","2018-12-1","10"
"feature: comments","2019-1-1","8"
"feature: comments","2019-2-1","7"
"feature: comments","2019-3-1","6"
"feature: comments","2019-4-1","6"
"feature: comments","2019-5-1","6"
"feature: comments","2019-6-1","8"
"feature: comments","2019-7-1","11"
"feature: comments","2019-8-1","6"
"feature: comments","2019-9-1","0"
"feature: comments","2019-10-1","0"
"feature: comments","2019-11-1","0"
"feature: comments","2019-12-1","0"
"feature: accessibility","2016-1-1","0"
"feature: accessibility","2016-2-1","0"
"feature: accessibility","2016-3-1","0"
"feature: accessibility","2016-4-1","0"
"feature: accessibility","2016-5-1","0"
"feature: accessibility","2016-6-1","0"
"feature: accessibility","2016-7-1","0"
"feature: accessibility","2016-8-1","0"
"feature: accessibility","2016-9-1","1"
"feature: accessibility","2016-10-1","3"
"feature: accessibility","2016-11-1","2"
"feature: accessibility","2016-12-1","2"
"feature: accessibility","2017-1-1","5"
"feature: accessibility","2017-2-1","5"
"feature: accessibility","2017-3-1","5"
"feature: accessibility","2017-4-1","5"
"feature: accessibility","2017-5-1","5"
"feature: accessibility","2017-6-1","5"
"feature: accessibility","2017-7-1","4"
"feature: accessibility","2017-8-1","7"
"feature: accessibility","2017-9-1","5"
"feature: accessibility","2017-10-1","6"
"feature: accessibility","2017-11-1","5"
"feature: accessibility","2017-12-1","6"
"feature: accessibility","2018-1-1","4"
"feature: accessibility","2018-2-1","5"
"feature: accessibility","2018-3-1","5"
"feature: accessibility","2018-4-1","6"
"feature: accessibility","2018-5-1","5"
"feature: accessibility","2018-6-1","15"
"feature: accessibility","2018-7-1","10"
"feature: accessibility","2018-8-1","13"
"feature: accessibility","2018-9-1","6"
"feature: accessibility","2018-10-1","14"
"feature: accessibility","2018-11-1","14"
"feature: accessibility","2018-12-1","11"
"feature: accessibility","2019-1-1","25"
"feature: accessibility","2019-2-1","14"
"feature: accessibility","2019-3-1","20"
"feature: accessibility","2019-4-1","8"
"feature: accessibility","2019-5-1","8"
"feature: accessibility","2019-6-1","12"
"feature: accessibility","2019-7-1","13"
"feature: accessibility","2019-8-1","11"
"feature: accessibility","2019-9-1","0"
"feature: accessibility","2019-10-1","0"
"feature: accessibility","2019-11-1","0"
"feature: accessibility","2019-12-1","0"
"feature: authentication","2016-1-1","0"
"feature: authentication","2016-2-1","0"
"feature: authentication","2016-3-1","0"
"feature: authentication","2016-4-1","0"
"feature: authentication","2016-5-1","0"
"feature: authentication","2016-6-1","0"
"feature: authentication","2016-7-1","0"
"feature: authentication","2016-8-1","0"
"feature: authentication","2016-9-1","3"
"feature: authentication","2016-10-1","4"
"feature: authentication","2016-11-1","12"
"feature: authentication","2016-12-1","19"
"feature: authentication","2017-1-1","38"
"feature: authentication","2017-2-1","35"
"feature: authentication","2017-3-1","32"
"feature: authentication","2017-4-1","35"
"feature: authentication","2017-5-1","36"
"feature: authentication","2017-6-1","31"
"feature: authentication","2017-7-1","34"
"feature: authentication","2017-8-1","39"
"feature: authentication","2017-9-1","41"
"feature: authentication","2017-10-1","41"
"feature: authentication","2017-11-1","48"
"feature: authentication","2017-12-1","40"
"feature: authentication","2018-1-1","45"
"feature: authentication","2018-2-1","35"
"feature: authentication","2018-3-1","40"
"feature: authentication","2018-4-1","42"
"feature: authentication","2018-5-1","47"
"feature: authentication","2018-6-1","48"
"feature: authentication","2018-7-1","47"
"feature: authentication","2018-8-1","55"
"feature: authentication","2018-9-1","55"
"feature: authentication","2018-10-1","61"
"feature: authentication","2018-11-1","41"
"feature: authentication","2018-12-1","36"
"feature: authentication","2019-1-1","27"
"feature: authentication","2019-2-1","26"
"feature: authentication","2019-3-1","28"
"feature: authentication","2019-4-1","27"
"feature: authentication","2019-5-1","28"
"feature: authentication","2019-6-1","26"
"feature: authentication","2019-7-1","27"
"feature: authentication","2019-8-1","24"
"feature: authentication","2019-9-1","0"
"feature: authentication","2019-10-1","0"
"feature: authentication","2019-11-1","0"
"feature: authentication","2019-12-1","0"
"feature: apps management","2016-1-1","0"
"feature: apps management","2016-2-1","0"
"feature: apps management","2016-3-1","0"
"feature: apps management","2016-4-1","0"
"feature: apps management","2016-5-1","0"
"feature: apps management","2016-6-1","1"
"feature: apps management","2016-7-1","1"
"feature: apps management","2016-8-1","5"
"feature: apps management","2016-9-1","7"
"feature: apps management","2016-10-1","12"
"feature: apps management","2016-11-1","14"
"feature: apps management","2016-12-1","24"
"feature: apps management","2017-1-1","31"
"feature: apps management","2017-2-1","30"
"feature: apps management","2017-3-1","38"
"feature: apps management","2017-4-1","31"
"feature: apps management","2017-5-1","35"
"feature: apps management","2017-6-1","33"
"feature: apps management","2017-7-1","38"
"feature: apps management","2017-8-1","37"
"feature: apps management","2017-9-1","38"
"feature: apps management","2017-10-1","43"
"feature: apps management","2017-11-1","41"
"feature: apps management","2017-12-1","39"
"feature: apps management","2018-1-1","47"
"feature: apps management","2018-2-1","52"
"feature: apps management","2018-3-1","56"
"feature: apps management","2018-4-1","50"
"feature: apps management","2018-5-1","50"
"feature: apps management","2018-6-1","58"
"feature: apps management","2018-7-1","50"
"feature: apps management","2018-8-1","55"
"feature: apps management","2018-9-1","36"
"feature: apps management","2018-10-1","40"
"feature: apps management","2018-11-1","38"
"feature: apps management","2018-12-1","34"
"feature: apps management","2019-1-1","17"
"feature: apps management","2019-2-1","19"
"feature: apps management","2019-3-1","21"
"feature: apps management","2019-4-1","19"
"feature: apps management","2019-5-1","20"
